"Contract_date";"Package";"Gender";"Age";"Marital_Status";"Living_Condition";"Graduation";"Job_Type";"Income";"Peak_minute_09";"Weekend_minute_09";"Offpeak_minute_09";"Offpeak_nr_09";"Peak_nr_09";"Weekend_nr_09";"Selfnet_minute_09";"Fixed_minute_09";"Othermob_minute_09";"Voicemail_nr_09";"Voicemail_minute_09";"SMS_09";"Peak_minute_10";"Weekend_minute_10";"Offpeak_minute_10";"Offpeak_nr_10";"Peak_nr_10";"Weekend_nr_10";"Selfnet_minute_10";"Fixed_minute_10";"Othermob_minute_10";"Voicemail_nr_10";"Voicemail_minute_10";"SMS_10";"Peak_minute_11";"Weekend_minute_11";"Offpeak_minute_11";"Offpeak_nr_11";"Peak_nr_11";"Weekend_nr_11";"Selfnet_minute_11";"Fixed_minute_11";"Othermob_minute_11";"Voicemail_nr_11";"Voicemail_minute_11";"SMS_11";"Peak_minute_12";"Weekend_minute_12";"Offpeak_minute_12";"Offpeak_nr_12";"Peak_nr_12";"Weekend_nr_12";"Selfnet_minute_12";"Fixed_minute_12";"Othermob_minute_12";"Voicemail_nr_12";"Voicemail_minute_12";"SMS_12";"churn?";"Cust_ID"
8/6/05 12:00 AM;"PACK_X";"Female";36.0;"Married";"Owner";"Highschool";"Public_Employee";"15_30k";60.48;15.22;51.33;30.0;28.0;17.0;42.85;0.02;84.17;50.0;127.03;25.0;49.02;7.18;7.48;10.0;48.0;10.0;5.98;0.0;57.7;43.0;63.68;25.0;24.28;0.38;4.88;8.0;16.0;3.0;5.58;0.0;23.97;21.0;29.55;4.0;45.67;0.6;12.3;37.0;43.0;4.0;3.4;0.67;54.6;43.0;58.67;40.0;"0";"ID0054295"
11/2/05 12:00 AM;"PACK_X";"Male";28.0;"Single";"Owner";"Highschool";"Executive";"Over_60k";151.42;28.63;37.98;11.0;115.0;26.0;32.13;0.82;185.08;130.0;218.03;22.0;57.5;11.77;20.57;8.0;30.0;5.0;4.2;18.77;66.4;39.0;89.83;4.0;0.0;0.0;0.08;3.0;0.0;0.0;0.0;0.0;0.08;1.0;0.08;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"0";"ID0055670"
7/31/05 12:00 AM;"PACK_X";"Male";21.0;"Married";"Owner";"Highschool";"Executive";"30_60k";36.7;34.5;17.28;22.0;48.0;45.0;43.3;1.62;39.98;113.0;87.97;1.0;61.12;11.27;23.9;26.0;79.0;16.0;64.28;6.92;24.12;120.0;96.28;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"0";"ID0055908"
10/30/05 12:00 AM;"PACK_X";"Female";28.0;"Married";"Owner";"University";"Public_Employee";"30_60k";73.13;30.78;53.57;38.0;77.0;28.0;11.67;2.73;143.08;120.0;157.48;23.0;0.0;7.32;0.0;0.0;0.0;4.0;5.7;0.0;1.62;4.0;7.32;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"1";"ID0056136"
12/19/05 12:00 AM;"PACK_Z";"Female";22.0;"Married";"Other";"Highschool";"Labourer";"30_60k";33.68;15.58;9.88;45.0;62.0;25.0;39.47;0.77;54.0;152.0;94.23;24.0;35.57;101.8;60.52;58.0;54.0;76.0;72.98;18.25;125.2;222.0;216.43;22.0;62.25;28.1;72.98;58.0;88.0;42.0;62.05;31.72;151.13;226.0;244.9;32.0;64.7;26.6;31.0;39.0;86.0;34.0;44.47;10.85;82.5;185.0;140.62;14.0;"0";"ID0056202"
12/2/05 12:00 AM;"PACK_X";"Female";26.0;"Single";"Owner";"Highschool";"Public_Employee";"Below_15k";66.02;22.42;17.92;9.0;44.0;8.0;31.38;16.75;58.22;54.0;104.8;6.0;43.43;8.42;4.47;4.0;16.0;8.0;30.9;3.82;21.6;22.0;56.32;6.0;0.0;0.0;2.67;2.0;0.0;0.0;2.67;0.0;0.0;2.0;2.67;0.0;0.0;0.0;1.77;1.0;0.0;0.0;0.0;0.0;1.77;1.0;1.77;0.0;"0";"ID0056685"
9/18/04 12:00 AM;"PACK_B";"Male";27.0;"Married";"Owner";"University";"Public_Employee";"30_60k";33.72;13.12;24.37;78.0;123.0;80.0;45.7;0.68;24.82;135.0;71.2;146.0;14.75;6.2;9.77;29.0;30.0;25.0;19.62;0.0;11.1;41.0;30.72;43.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"0";"ID0120484"
9/18/04 12:00 AM;"PACK_B";"Male";21.0;"Single";"Owner";"Highschool";"Executive";"30_60k";0.05;5.5;8.05;17.0;16.0;7.0;3.98;0.25;9.37;12.0;13.6;28.0;1.27;0.33;6.58;9.0;7.0;2.0;0.33;0.0;7.85;6.0;8.18;12.0;0.0;0.0;0.0;8.0;5.0;1.0;0.0;0.0;0.0;0.0;0.0;14.0;10.18;5.3;0.0;6.0;9.0;5.0;0.12;0.42;9.65;6.0;10.18;13.0;"0";"ID0120877"
10/8/04 12:00 AM;"PACK_B";"Male";30.0;"Married";"Owner";"Highschool";"Leader";"30_60k";33.52;26.6;7.47;11.0;31.0;27.0;22.43;10.07;35.08;61.0;60.68;3.0;37.45;24.48;37.45;32.0;53.0;27.0;27.97;9.28;50.78;109.0;99.38;3.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;22.65;6.47;3.05;5.0;23.0;8.0;2.1;11.62;20.43;36.0;34.15;3.0;"0";"ID0127933"
1/2/05 12:00 AM;"PACK_B";"Male";25.0;"Single";"Family_Member";"Highschool";"Labourer";"15_30k";44.52;13.88;30.43;56.0;95.0;58.0;18.6;0.8;69.43;93.0;88.83;116.0;64.25;51.93;19.93;35.0;100.0;62.0;55.55;1.57;79.0;112.0;136.12;85.0;57.55;30.75;22.22;71.0;120.0;54.0;37.48;0.37;67.57;103.0;105.42;131.0;135.08;82.02;56.47;72.0;165.0;92.0;115.98;0.7;163.13;199.0;279.82;125.0;"0";"ID0128720"
11/30/04 12:00 AM;"PACK_B";"Male";38.0;"Married";"Owner";"University";"Executive";"30_60k";13.48;3.25;0.7;64.0;47.0;40.0;3.02;0.0;14.42;24.0;17.43;127.0;14.27;3.28;3.45;72.0;54.0;83.0;2.25;0.0;18.75;24.0;21.0;185.0;11.6;0.02;1.33;40.0;37.0;30.0;1.55;0.5;10.9;15.0;12.93;91.0;9.95;0.0;16.23;64.0;57.0;63.0;2.52;0.57;23.25;16.0;26.33;161.0;"1";"ID0129845"
12/19/04 12:00 AM;"PACK_B";"Male";35.0;"Married";"Owner";"Highschool";"Labourer";"15_30k";60.37;12.53;55.0;18.0;42.0;9.0;115.85;0.97;10.32;62.0;127.9;7.0;72.25;78.22;58.33;18.0;44.0;30.0;181.28;1.15;26.37;85.0;208.8;7.0;108.33;15.37;33.17;18.0;39.0;12.0;149.73;0.0;6.67;63.0;156.6;5.0;76.57;16.4;60.58;27.0;39.0;21.0;147.27;0.43;15.13;80.0;163.15;12.0;"0";"ID0150093"
10/11/04 12:00 AM;"PACK_B";"Male";31.0;"Married";"Owner";"Highschool";"Labourer";"30_60k";31.38;3.68;9.57;10.0;63.0;5.0;26.07;0.77;17.8;69.0;44.63;9.0;6.8;0.43;0.07;1.0;17.0;3.0;0.12;0.02;7.17;21.0;7.3;0.0;3.75;0.13;0.02;1.0;11.0;2.0;1.48;0.0;2.42;14.0;3.9;0.0;6.47;3.87;0.0;0.0;10.0;5.0;9.33;3.33;3.08;19.0;15.75;0.0;"0";"ID0150200"
12/11/04 12:00 AM;"PACK_B";"Male";41.0;"Married";"Owner";"Highschool";"Public_Employee";"30_60k";81.45;26.32;34.35;25.0;77.0;28.0;36.9;17.47;86.62;119.0;142.12;11.0;44.23;29.98;15.93;20.0;67.0;37.0;48.28;20.55;21.32;122.0;90.15;2.0;39.28;17.92;11.37;16.0;54.0;27.0;36.17;15.58;15.52;94.0;67.27;1.0;34.18;11.87;5.97;14.0;55.0;15.0;22.08;16.73;13.82;70.0;52.63;11.0;"0";"ID0150397"
12/20/04 12:00 AM;"PACK_B";"Male";30.0;"Single";"Family_Member";"Highschool";"Public_Employee";"30_60k";20.05;9.3;2.15;14.0;20.0;23.0;22.12;0.0;9.38;40.0;18.32;9.0;21.67;10.72;15.1;17.0;49.0;27.0;32.3;0.32;14.48;72.0;40.33;18.0;8.07;4.42;0.57;2.0;22.0;4.0;12.53;0.0;0.52;26.0;12.4;0.0;3.83;1.52;1.1;4.0;20.0;4.0;5.85;0.0;0.6;19.0;4.93;5.0;"0";"ID0150694"
12/5/04 12:00 AM;"PACK_B";"Male";25.0;"Married";"Owner";"Highschool";"Labourer";"15_30k";1.95;1.3;2.93;1.0;1.0;3.0;6.02;0.0;0.17;5.0;6.18;0.0;0.0;5.45;0.12;3.0;1.0;11.0;5.45;0.0;0.12;5.0;5.57;10.0;3.7;16.8;5.5;4.0;9.0;5.0;22.83;0.0;2.93;17.0;25.77;0.0;9.4;2.62;8.93;8.0;15.0;8.0;17.52;1.52;1.88;18.0;18.5;7.0;"1";"ID0150799"
2/4/05 12:00 AM;"PACK_B";"Male";28.0;"In_Relationship";"Owner";"Highschool";"Leader";"30_60k";0.02;0.0;0.42;2.0;1.0;0.0;0.42;0.0;0.02;3.0;0.43;0.0;0.08;0.0;0.0;0.0;1.0;0.0;0.08;0.0;0.0;1.0;0.08;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"0";"ID0151986"
4/16/05 12:00 AM;"PACK_Z";"Male";23.0;"Single";"Owner";"Highschool";"Labourer";"30_60k";24.57;17.28;36.27;23.0;40.0;31.0;41.38;2.22;48.33;43.0;91.93;64.0;18.15;50.17;15.38;11.0;35.0;23.0;77.75;2.27;36.82;57.0;116.83;38.0;30.25;39.95;35.97;21.0;25.0;19.0;48.38;5.53;65.17;51.0;119.08;29.0;52.48;44.13;53.08;24.0;40.0;48.0;96.77;4.23;117.08;80.0;218.33;65.0;"1";"ID0152238"
4/10/05 12:00 AM;"PACK_B";"Female";37.0;"Divorced";"Owner";"Highschool";"Executive";"Below_15k";38.95;7.95;27.42;25.0;37.0;12.0;44.8;8.07;21.45;56.0;74.32;18.0;15.18;2.15;23.77;26.0;46.0;9.0;15.98;1.63;23.48;49.0;41.1;32.0;25.52;26.48;31.92;29.0;69.0;22.0;39.47;0.58;43.75;71.0;83.92;49.0;47.02;15.1;46.33;55.0;57.0;26.0;60.8;0.0;38.75;77.0;108.9;63.0;"0";"ID0152855"
4/15/06 12:00 AM;"PACK_X";"Female";34.0;"In_Relationship";"Owner";"Highschool";"Labourer";"15_30k";30.7;8.87;11.05;5.0;10.0;2.0;48.73;0.8;1.08;16.0;50.53;0.0;7.17;11.72;18.63;9.0;12.0;4.0;29.53;1.37;6.62;22.0;37.33;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"0";"ID0153017"
8/13/05 12:00 AM;"PACK_B";"Female";21.0;"Single";"Owner";"University";"Public_Employee";"15_30k";10.05;3.27;5.37;13.0;10.0;9.0;15.98;0.0;2.7;25.0;18.68;7.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"0";"ID0153213"
7/16/05 12:00 AM;"PACK_B";"Male";53.0;"Married";"Owner";"Primary_School";"Executive";"15_30k";111.9;82.23;107.73;52.0;63.0;34.0;6.67;2.05;284.32;149.0;301.87;0.0;127.85;69.3;125.05;45.0;56.0;41.0;10.68;0.0;311.52;142.0;322.2;0.0;87.9;57.35;80.72;41.0;48.0;27.0;8.38;0.83;207.18;112.0;216.4;2.0;64.08;34.88;56.63;31.0;33.0;20.0;6.95;1.87;150.22;87.0;159.03;0.0;"0";"ID0153499"
8/11/05 12:00 AM;"PACK_Z";"Female";54.0;"Married";"Owner";"Highschool";"Labourer";"Below_15k";0.2;1.52;0.77;13.0;4.0;7.0;3.23;0.0;0.05;31.0;3.28;0.0;9.53;0.85;11.43;17.0;28.0;4.0;21.65;0.0;0.17;43.0;21.68;5.0;17.1;5.0;1.18;4.0;29.0;11.0;21.23;0.0;1.98;39.0;17.87;2.0;3.45;2.37;9.48;23.0;44.0;34.0;14.93;0.0;0.65;36.0;15.58;47.0;"0";"ID0154338"
9/4/05 12:00 AM;"PACK_Z";"Male";25.0;"Single";"Owner";"Highschool";"Labourer";"15_30k";0.0;0.0;0.0;0.0;0.0;0.0;0.02;0.0;0.0;1.0;0.02;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"0";"ID0154974"
11/10/05 12:00 AM;"PACK_Z";"Female";55.0;"Married";"Owner";"Highschool";"Labourer";"Below_15k";5.62;2.38;7.23;6.0;8.0;5.0;5.6;0.0;9.87;20.0;15.47;0.0;8.17;1.17;11.88;5.0;4.0;4.0;2.75;0.22;14.45;14.0;17.42;0.0;14.22;6.52;1.78;2.0;14.0;5.0;1.52;0.0;19.22;19.0;20.73;1.0;6.35;5.57;10.7;4.0;10.0;12.0;8.95;0.0;16.82;26.0;25.77;1.0;"0";"ID0155055"
11/13/05 12:00 AM;"PACK_E";"Male";57.0;"Married";"Owner";"University";"Public_Employee";"30_60k";11.43;9.2;10.47;13.0;20.0;13.0;11.83;0.0;19.27;37.0;31.1;9.0;0.28;0.0;0.43;7.0;8.0;0.0;0.7;0.0;0.02;10.0;0.72;5.0;2.85;0.0;0.0;0.0;2.0;0.0;2.85;0.0;0.0;2.0;2.85;0.0;19.43;1.37;0.52;2.0;27.0;4.0;17.18;1.62;1.15;29.0;19.95;0.0;"0";"ID0155175"
9/2/05 12:00 AM;"PACK_X";"Male";20.0;"Single";"Owner";"Highschool";"Public_Employee";"Over_60k";2.6;2.1;2.83;6.0;11.0;7.0;0.0;5.95;1.58;13.0;7.53;11.0;4.03;1.05;4.23;4.0;10.0;10.0;0.93;7.65;0.62;16.0;9.32;8.0;6.38;1.78;14.58;12.0;12.0;11.0;2.52;11.58;8.65;23.0;22.75;12.0;1.52;1.68;6.92;11.0;8.0;8.0;3.75;7.98;0.22;19.0;11.95;9.0;"0";"ID0155490"
7/29/05 12:00 AM;"PACK_X";"Male";39.0;"In_Relationship";"Owner";"Highschool";"Labourer";"Over_60k";17.6;2.33;3.83;14.0;47.0;7.0;4.55;8.93;10.28;68.0;23.77;0.0;6.28;0.9;3.63;20.0;18.0;10.0;0.28;2.58;7.95;47.0;10.82;1.0;3.3;2.67;0.92;7.0;14.0;12.0;0.92;0.0;5.48;32.0;6.4;0.0;13.48;3.8;6.23;21.0;26.0;13.0;1.9;2.3;19.5;60.0;23.7;1.0;"1";"ID0155505"
11/17/05 12:00 AM;"PACK_Z";"Female";35.0;"Married";"Owner";"Highschool";"Public_Employee";"15_30k";4.02;0.03;1.88;5.0;14.0;1.0;3.1;0.0;4.0;23.0;8.28;0.0;7.53;0.45;3.98;8.0;18.0;4.0;5.8;0.17;8.35;34.0;14.32;2.0;2.57;2.52;3.48;4.0;13.0;8.0;4.08;0.1;4.65;27.0;8.82;1.0;1.57;0.02;0.47;2.0;4.0;1.0;2.2;0.0;0.02;9.0;2.22;0.0;"0";"ID0156872"
2/19/05 12:00 AM;"PACK_B";"Female";26.0;"Single";"Family_Member";"Highschool";"Public_Employee";"Below_15k";42.97;5.0;11.22;7.0;33.0;3.0;13.85;0.0;45.33;43.0;59.18;0.0;26.07;11.87;9.8;8.0;37.0;9.0;6.6;0.0;41.13;54.0;47.73;0.0;60.48;33.53;10.88;9.0;51.0;7.0;5.98;0.0;98.92;67.0;104.9;0.0;32.5;13.15;11.23;3.0;29.0;9.0;2.72;3.75;50.85;42.0;57.32;0.0;"0";"ID0228204"
4/8/05 12:00 AM;"PACK_X";"Male";40.0;"Married";"Owner";"Highschool";"Public_Employee";"30_60k";16.52;7.95;5.25;10.0;11.0;8.0;1.83;9.2;18.68;29.0;29.72;0.0;13.03;3.42;17.83;10.0;17.0;8.0;2.7;3.7;27.88;35.0;34.28;0.0;8.05;2.72;21.7;10.0;9.0;5.0;1.35;0.0;30.3;19.0;31.65;3.0;16.82;1.92;6.65;7.0;22.0;7.0;13.0;0.67;11.98;35.0;25.65;2.0;"0";"ID0251279"
1/24/05 12:00 AM;"PACK_X";"Male";44.0;"Married";"Owner";"Highschool";"Labourer";"15_30k";0.0;0.02;0.0;0.0;0.0;1.0;0.0;0.0;0.02;1.0;0.02;0.0;1.57;7.27;0.0;0.0;2.0;1.0;0.0;0.0;8.83;3.0;8.83;0.0;0.0;2.02;0.0;0.0;0.0;2.0;0.0;0.0;2.02;2.0;2.02;0.0;17.27;18.55;2.4;1.0;6.0;2.0;0.0;6.78;31.43;9.0;38.22;0.0;"1";"ID0251788"
12/24/04 12:00 AM;"PACK_B";"Male";22.0;"Married";"Owner";"Highschool";"Public_Employee";"30_60k";76.5;42.05;9.93;14.0;50.0;19.0;46.93;4.07;77.43;77.0;128.48;6.0;121.75;17.52;23.2;19.0;52.0;15.0;68.87;21.97;71.63;81.0;162.47;5.0;69.55;16.62;10.32;9.0;42.0;11.0;67.12;5.07;35.17;67.0;107.35;3.0;104.88;2.77;13.47;28.0;63.0;4.0;60.2;13.35;55.93;85.0;129.48;24.0;"1";"ID0251843"
5/28/05 12:00 AM;"PACK_Z";"Male";26.0;"Married";"Owner";"Highschool";"Labourer";"Below_15k";2.48;36.33;1.82;1.0;3.0;9.0;8.38;31.15;1.1;13.0;40.63;0.0;6.38;53.15;6.7;2.0;3.0;9.0;10.47;52.32;3.45;14.0;66.23;0.0;1.0;24.27;13.02;1.0;2.0;5.0;30.18;7.28;9.15;9.0;46.62;0.0;0.0;12.57;0.0;0.0;0.0;1.0;0.87;2.82;19.87;5.0;23.55;0.0;"0";"ID0253102"
5/17/05 12:00 AM;"PACK_B";"Female";43.0;"Married";"Owner";"University";"Public_Employee";"15_30k";3.18;0.0;0.0;0.0;4.0;0.0;3.18;0.0;0.0;4.0;3.18;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.07;0.0;0.0;0.0;1.0;0.07;0.0;0.0;1.0;0.07;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"0";"ID0253105"
4/29/05 12:00 AM;"PACK_A";"Male";26.0;"Single";"Other";"Primary_School";"Labourer";"15_30k";14.8;9.93;5.47;14.0;37.0;24.0;8.05;4.37;17.78;58.0;29.72;14.0;9.12;30.1;15.27;31.0;34.0;62.0;14.55;10.42;28.73;83.0;53.28;39.0;4.17;7.73;12.78;36.0;10.0;21.0;4.6;2.58;11.45;44.0;18.63;12.0;16.15;20.52;23.05;89.0;67.0;61.0;13.77;7.9;36.35;118.0;59.33;96.0;"0";"ID0253509"
5/4/05 12:00 AM;"PACK_Z";"Male";25.0;"Single";"Family_Member";"Highschool";"Labourer";"15_30k";36.05;22.37;11.0;10.0;66.0;37.0;2.93;3.7;68.72;128.0;76.5;0.0;39.02;37.18;14.38;11.0;55.0;48.0;13.85;7.13;86.92;131.0;109.1;7.0;41.22;4.77;1.93;2.0;60.0;19.0;5.37;7.12;42.35;91.0;55.15;1.0;27.87;0.0;0.85;1.0;31.0;0.0;1.68;5.18;22.38;35.0;29.25;4.0;"0";"ID0253916"
7/2/05 12:00 AM;"PACK_Z";"Male";61.0;"Married";"Owner";"Highschool";"Labourer";"15_30k";12.53;1.6;2.1;6.0;18.0;10.0;6.37;0.0;12.93;33.0;18.82;5.0;12.72;24.03;0.32;7.0;14.0;15.0;20.25;0.63;51.75;50.0;72.15;5.0;5.77;18.3;0.87;6.0;4.0;7.0;0.0;0.0;24.42;12.0;24.42;6.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"0";"ID0254000"
7/8/05 12:00 AM;"PACK_Z";"Male";23.0;"Single";"Family_Member";"Highschool";"Labourer";"30_60k";155.12;62.97;33.37;38.0;151.0;48.0;160.4;32.38;92.25;234.0;285.7;26.0;115.15;16.93;23.3;24.0;121.0;33.0;123.4;14.25;57.78;174.0;200.88;49.0;52.6;26.35;19.28;25.0;82.0;29.0;62.57;11.85;29.6;117.0;104.02;33.0;66.0;46.83;46.05;28.0;88.0;50.0;92.28;54.8;51.3;183.0;201.48;42.0;"0";"ID0254313"
